index,time,cx,cy,cz,mqx,mqy,mqz,mqw
51,1761145923.3632534,-0.09881511144340038,0.14881578460335732,0.7295285165309906,0.19752811377280036,0.1832741332030545,0.9194340225424069,0.2864163308184735
52,1761145923.4420853,-0.0916487704962492,0.1492042876780033,0.708234041929245,0.22787275354503878,0.17295182574073395,0.9172571917135849,0.27712978622742235
53,1761145923.520153,-0.08514020716150601,0.1585173656543096,0.6904036204020182,0.14508002206166468,0.2234088221795685,0.9212253223874942,0.28352105876456885
54,1761145923.5965624,-0.07466409479578336,0.15946645041306814,0.6660553216934204,0.20635847627700413,0.10650779816119456,0.9280557696388578,0.29117822143751515
55,1761145923.674111,-0.06604928647478421,0.15724746386210123,0.6392968495686849,0.17378708869052523,0.16700550246931362,0.9238768623219984,0.2972520028788756
56,1761145923.7494488,-0.058647465581695236,0.15658124287923178,0.6205535928408304,0.1830612470604671,0.09953799963535388,0.9259375372754635,0.3149927674050767
57,1761145923.829915,-0.04727888914446036,0.15532411138216654,0.5891050895055135,0.23061822231494913,0.054927102156690645,0.9214661342870698,0.3077310714682624
58,1761145923.9073355,-0.039499391335994005,0.14342249184846878,0.5574499517679214,0.2081512974096633,0.054332086878948464,0.924147719525142,0.3157088123865599
59,1761145923.9808671,-0.03304698341526091,0.1442359071224928,0.5442385971546173,0.1128562358384377,0.06766633483227644,0.9343562381288834,0.33115428040776806
60,1761145924.0574353,-0.02687862627984335,0.1508487860361735,0.5231638749440511,0.05723539668015603,0.22101917889644543,0.9179121995866295,0.32451783583778815
61,1761145924.1345468,-0.018345943419262767,0.1422651093453169,0.4984925091266632,0.0729385893356876,0.22052579772213857,0.9174974767508169,0.3228725985286125
62,1761145924.2120998,-0.01294955238699913,0.14096988178789616,0.47910401225090027,0.057264170613114014,0.16668592307041852,0.9205631131443627,0.34856874864524795
63,1761145924.2895107,-0.008585325442254543,0.1407320350408554,0.46443310379981995,0.020832467883638447,-0.00042374323044952825,0.999576131484605,0.020331898332994407
64,1761145924.3671045,-0.0165254648309201,0.12531335651874542,0.43683576583862305,-0.008775278500740407,-0.023290716663111284,-0.3524671671792705,0.9354931496623443
65,1761145924.445709,-0.008824869010519857,0.13651938984791437,0.4238523840904236,-0.11029905281054754,-0.016650768385066902,0.928062334979026,-0.35532685411401305
